"","file_name","site","quadrant","date","recording_time","recording_hour","time_index","AQHI communities","distWeatherStation","AQHI values"
"166","1296-SE_20230515_060500.wav","1296","SE","2023-05-15","06:05:00","06:00",3,"Caroline",50486.6869174176,"2"
"167","1296-SE_20230521_055500.wav","1296","SE","2023-05-21","05:55:00","05:00",3,"Caroline",50486.6869174176,"8"
"168","1296-SE_20230524_055100.wav","1296","SE","2023-05-24","05:51:00","05:00",3,"Caroline",50486.6869174176,"1"
"169","1296-SW_20230515_060500.wav","1296","SW","2023-05-15","06:05:00","06:00",3,"Caroline",50486.6869174176,"2"
"170","1296-SW_20230521_055500.wav","1296","SW","2023-05-21","05:55:00","05:00",3,"Caroline",50486.6869174176,"8"
"171","1296-SW_20230524_055100.wav","1296","SW","2023-05-24","05:51:00","05:00",3,"Caroline",50486.6869174176,"1"
"172","1324-NE_20230515_060500.wav","1324","NE","2023-05-15","06:05:00","06:00",3,"Caroline",60417.1395884481,"2"
"173","1324-NE_20230521_055500.wav","1324","NE","2023-05-21","05:55:00","05:00",3,"Caroline",60417.1395884481,"8"
"174","1324-NE_20230524_055100.wav","1324","NE","2023-05-24","05:51:00","05:00",3,"Caroline",60417.1395884481,"1"
"175","1324-NW_20230515_060500.wav","1324","NW","2023-05-15","06:05:00","06:00",3,"Caroline",60417.1395884481,"2"
"176","1324-NW_20230521_055500.wav","1324","NW","2023-05-21","05:55:00","05:00",3,"Caroline",60417.1395884481,"8"
"177","1324-NW_20230524_055100.wav","1324","NW","2023-05-24","05:51:00","05:00",3,"Caroline",60417.1395884481,"1"
"178","1324-SE_20230515_060500.wav","1324","SE","2023-05-15","06:05:00","06:00",3,"Caroline",60417.1395884481,"2"
"179","1324-SE_20230521_055500.wav","1324","SE","2023-05-21","05:55:00","05:00",3,"Caroline",60417.1395884481,"8"
"180","1324-SE_20230524_055100.wav","1324","SE","2023-05-24","05:51:00","05:00",3,"Caroline",60417.1395884481,"1"
"181","1324-SW_20230515_060500.wav","1324","SW","2023-05-15","06:05:00","06:00",3,"Caroline",60417.1395884481,"2"
"182","1324-SW_20230521_055500.wav","1324","SW","2023-05-21","05:55:00","05:00",3,"Caroline",60417.1395884481,"8"
"183","1324-SW_20230524_055100.wav","1324","SW","2023-05-24","05:51:00","05:00",3,"Caroline",60417.1395884481,"1"
