organization,location,location_id,location_buffer_m,latitude,longitude,elevation,location_visibility,location_comments
BU,FHP-S-3110F22,485781,,51.684400,-115.293220,,Visible,
BU,FHP-G-3010R22,485782,,51.617460,-115.349030,,Visible,
BU,FHP-S-318O22,485783,,51.645780,-115.031970,,Visible,
BU,FHP-G-307H22,485784,,51.562260,-114.976680,,Visible,
BU,FHP-G-298F22,485785,,51.504030,-114.994220,,Visible,
BU,FHP-G-288H22,485786,,51.382160,-114.999950,,Visible,
BU,FHP-G-287O22,485787,,51.431200,-114.957040,,Visible,
BU,FHP-G-297O22,485788,,51.501290,-114.955760,,Visible,
BU,FHP-G-299L22,485789,,51.487550,-115.124480,,Visible,
BU,FHP-G-277R22,485790,,51.340380,-114.949200,,Visible,
BU,FHP-G-299H22,485791,,51.508190,-115.164130,,Visible,
BU,FHP-G-298O22,485792,,51.506520,-115.075420,,Visible,
BU,FHP-G-3010F22,485793,,51.576910,-115.393840,,Visible,
BU,FHP-G-307O22,485794,,51.581750,-114.969950,,Visible,
BU,FHP-G-308L22,485795,,51.605920,-115.031230,,Visible,
BU,FHP-G-298L22,485796,,51.488670,-115.012100,,Visible,
BU,FHP-G-289R22,485797,,51.389670,-115.222570,,Visible,
BU,FHP-S-319O22,485798,,51.658820,-115.230040,,Visible,
BU,FHP-G-308F22S,485799,,51.572630,-115.017680,,Visible,
BU,FHP-G-299R22,485800,,51.455510,-115.135410,,Visible,
BU,FHP-G-278O22,485801,,51.315030,-115.042910,,Visible,
BU,FHP-S-319H22,485802,,51.660160,-115.174460,,Visible,
BU,FHP-G-317L22,485803,,51.638320,-114.981220,,Visible,
BU,FHP-S-3110O22,485804,,51.682950,-115.327320,,Visible,
BU,FHP-G-277O22,485805,,51.304070,-114.956060,,Visible,
BU,FHP-G-309H22,485806,,51.594760,-115.146210,,Visible,
BU,FHP-G-278L22,485807,,51.290420,-115.037070,,Visible,
BU,FHP-G-287H22,485808,,51.368440,-114.964890,,Visible,
BU,FHP-G-278F22,485843,,51.338680,-115.036010,,Visible,
BU,FHP-G-278H22,485844,,51.274920,-115.034300,,Visible,
BU,FHP-G-3010H22,485845,,51.606190,-115.321380,,Visible,
BU,GHST29105L-L,486730,,51.528070,-115.283130,,Visible,
BU,SUND3195R-R,486731,,51.648940,-115.197459,,Visible,
BU,SUND3195R-GT,486732,,51.648910,-115.197235,,Visible,
BU,GHST2995F-R,486733,,51.479208,-115.147176,,Visible,
BU,GHST2985H-GT,486734,,51.460250,-115.024390,,Visible,
BU,GHST29105O2G,486735,,51.532180,-115.328280,,Visible,
BU,GHST29105F-G,486736,,51.520080,-115.268970,,Visible,
BU,GHST29105O-R,486737,,51.460130,-115.324610,,Visible,
BU,GHST29105R-G,486738,,51.473300,-115.316260,,Visible,
BU,GHST28105R-R,486739,,51.446800,-115.310090,,Visible,
