ABMI Site Number,ABMI Public Latitude,ABMI Public Longitude,File No. ABMI-00003; Version January 2008,,
855,54.682022,-112.363113,,,
856,54.657631,-112.058853,,,
857,54.640965,-111.759758,,,
858,54.612850,-111.486748,,,
859,54.523682,-111.148102,,,
860,54.539394,-110.877342,,,
861,54.463287,-110.591125,,,
862,54.404869,-110.262115,,,
863,55.113983,-119.838188,,,
864,55.084309,-119.556503,,,
865,55.065895,-119.260735,,,
866,55.065437,-118.975967,,,
867,55.093342,-118.651749,,,
868,55.059719,-118.335739,,,
869,55.007301,-117.949684,,,
870,55.029003,-117.734436,,,
871,54.982655,-117.391037,,,
872,54.928757,-117.014984,,,
873,54.916748,-116.702034,,,
874,54.896999,-116.394173,,,
875,54.906899,-116.155487,,,
876,54.877594,-115.831787,,,
877,54.827240,-115.563065,,,
878,54.794971,-115.197510,,,
879,54.750805,-114.941872,,,
880,54.742035,-114.637955,,,
881,54.708691,-114.233170,,,
882,54.677731,-114.044724,,,
883,54.669357,-113.595978,,,
884,54.628563,-113.359108,,,
885,54.568707,-113.082962,,,
886,54.569946,-112.804245,,,
887,54.515881,-112.468384,,,
888,54.470558,-112.165871,,,
889,54.434608,-111.914276,,,
890,54.431137,-111.544334,,,
891,54.384300,-111.243111,,,
892,54.366241,-110.994919,,,
893,54.279354,-110.610153,,,
894,54.293339,-110.345718,,,
895,54.200500,-110.043304,,,
896,54.963379,-119.907356,,,
897,54.912777,-119.595436,,,
898,54.895935,-119.306557,,,
899,54.898190,-118.988976,,,
900,54.854778,-118.700951,,,
901,54.889511,-118.296112,,,
902,54.813606,-118.002869,,,
903,54.812283,-117.775902,,,
904,54.777012,-117.425560,,,
905,54.788933,-117.136101,,,
906,54.751949,-116.753311,,,
907,54.746693,-116.467468,,,
908,54.716820,-116.154747,,,
909,54.682850,-115.836937,,,
910,54.686611,-115.556122,,,
911,54.632561,-115.320045,,,
912,54.631519,-114.978561,,,
913,54.572292,-114.652901,,,
914,54.531624,-114.361832,,,
915,54.495140,-113.989128,,,
916,54.491386,-113.665222,,,
917,54.459023,-113.388138,,,
918,54.392681,-113.117767,,,
919,54.389988,-112.816193,,,
920,54.355030,-112.469894,,,
921,54.306240,-112.183655,,,
922,54.284721,-111.918694,,,
923,54.233109,-111.660652,,,
924,54.236469,-111.340385,,,
925,54.163403,-110.990196,,,
926,54.137070,-110.756599,,,
927,54.081009,-110.451973,,,
928,54.058800,-110.071587,,,
929,54.743374,-119.881462,,,
930,54.778164,-119.573784,,,
931,54.716324,-119.261757,,,
932,54.716377,-119.043129,,,
933,54.722633,-118.658981,,,
934,54.686821,-118.419434,,,
935,54.657917,-118.011597,,,
936,54.653599,-117.692078,,,
937,54.620213,-117.441925,,,
938,54.587288,-117.085999,,,
939,54.584103,-116.810234,,,
940,54.558270,-116.587395,,,
941,54.548000,-116.261368,,,
942,54.501518,-115.896027,,,
943,54.452568,-115.638420,,,
944,54.412453,-115.280228,,,
945,54.424480,-114.955154,,,
946,54.395313,-114.672905,,,
947,54.345501,-114.447365,,,
948,54.330906,-114.030411,,,
949,54.293087,-113.779305,,,
950,54.257450,-113.510941,,,
951,54.232067,-113.197128,,,
952,54.201492,-112.810097,,,
953,54.191296,-112.577133,,,
954,54.135212,-112.331100,,,
955,54.127819,-111.966194,,,
956,54.045712,-111.691193,,,
957,54.041615,-111.403084,,,
958,53.975182,-111.109261,,,
959,53.926502,-110.809654,,,
960,53.946247,-110.475677,,,
961,53.864643,-110.222214,,,
962,54.556538,-119.940193,,,
963,54.568817,-119.633614,,,
964,54.558941,-119.280182,,,
965,54.533356,-118.984192,,,
966,54.490208,-118.678535,,,
967,54.486717,-118.379936,,,
968,54.498886,-118.141922,,,
969,54.439407,-117.763863,,,
970,54.465412,-117.456635,,,
971,54.391407,-117.185303,,,
972,54.367252,-116.853073,,,
973,54.395325,-116.561417,,,
974,54.329117,-116.306122,,,
975,54.325180,-115.914856,,,
976,54.282570,-115.622780,,,
977,54.255611,-115.320938,,,
978,54.249729,-115.048401,,,
979,54.221737,-114.777771,,,
980,54.215267,-114.454956,,,
981,54.144859,-114.133110,,,
982,54.103851,-113.773048,,,
983,54.068432,-113.534599,,,
984,54.054386,-113.208633,,,
985,54.028000,-112.908401,,,
986,53.985317,-112.625839,,,
987,53.951618,-112.399071,,,
988,53.917381,-112.030563,,,
989,53.857868,-111.749352,,,
990,53.872204,-111.464218,,,
991,53.823879,-111.167091,,,
992,53.798710,-110.807312,,,
993,53.771446,-110.548660,,,
994,53.726601,-110.260529,,,
995,54.434975,-119.971832,,,
996,54.393799,-119.614182,,,
997,54.385773,-119.370354,,,
998,54.346844,-119.107841,,,
999,54.366093,-118.714645,,,
1000,54.316402,-118.438721,,,
1001,54.314766,-118.126053,,,
1002,54.292706,-117.846184,,,
1003,54.266102,-117.516617,,,
1004,54.261223,-117.282227,,,
1005,54.193382,-116.921707,,,
1006,54.165482,-116.588928,,,
1007,54.189331,-116.269379,,,
1008,54.149139,-115.990967,,,
1009,54.115536,-115.737389,,,
1010,54.098633,-115.361954,,,
1011,54.074818,-115.070145,,,
1012,54.065475,-114.795044,,,
1013,53.994289,-114.455849,,,
1014,53.956932,-114.198227,,,
1015,53.951626,-113.908455,,,
1016,53.931473,-113.623085,,,
1017,53.878666,-113.254288,,,
1018,53.872318,-112.986923,,,
1019,53.831310,-112.692451,,,
1020,53.800499,-112.393845,,,
1021,53.743744,-112.044090,,,
1022,53.676140,-111.788589,,,
1023,53.671288,-111.449608,,,
1024,53.639076,-111.225090,,,
1025,53.581032,-110.883202,,,
1026,53.581261,-110.593414,,,
1027,53.544392,-110.263603,,,
1028,53.460358,-110.053764,,,
1029,54.254326,-120.041786,,,
1030,54.213634,-119.750648,,,
1031,54.211262,-119.348755,,,
1032,54.192703,-119.045845,,,
1033,54.156841,-118.755608,,,
1034,54.112923,-118.433914,,,
1035,54.099365,-118.176224,,,
1036,54.078339,-117.846275,,,
1037,54.092213,-117.601898,,,
1038,54.031303,-117.230576,,,
1039,54.043140,-116.995697,,,
1040,54.017391,-116.684761,,,
1041,53.980541,-116.337242,,,
1042,53.964378,-116.075020,,,
1043,53.960350,-115.708099,,,
1044,53.936760,-115.429199,,,
1045,53.923214,-115.161850,,,
1046,53.837521,-114.837204,,,
1047,53.807587,-114.497055,,,
1048,53.814579,-114.235542,,,
1049,53.779938,-113.937569,,,
1050,53.734978,-113.597740,,,
1051,53.680462,-113.307594,,,
1052,53.667416,-113.022034,,,
1053,53.622387,-112.752403,,,
1054,53.575809,-112.461479,,,
1055,53.557209,-112.094841,,,
1056,53.557827,-111.814735,,,
1057,53.477196,-111.518913,,,
1058,53.439003,-111.241508,,,
1059,53.442837,-110.965874,,,
1060,53.388893,-110.704170,,,
1061,53.320686,-110.372124,,,
1062,53.289909,-110.139183,,,
1063,54.056900,-119.710770,,,
1064,53.991795,-119.446121,,,
1065,53.984768,-119.137558,,,
1066,53.984592,-118.788918,,,
1067,53.944447,-118.492996,,,
1068,53.935467,-118.193306,,,
1069,53.910858,-117.963562,,,
1070,53.939091,-117.590034,,,
1071,53.880966,-117.342422,,,
1072,53.852501,-117.031090,,,
1073,53.839142,-116.708252,,,
1074,53.788643,-116.431984,,,
1075,53.811817,-116.107735,,,
1076,53.787632,-115.754501,,,
1077,53.756496,-115.468903,,,
1078,53.731216,-115.185341,,,
1079,53.711250,-114.873329,,,
1080,53.664288,-114.562080,,,
1081,53.646214,-114.334320,,,
1082,53.588360,-113.994789,,,
1083,53.542648,-113.674660,,,
1084,53.507713,-113.385124,,,
1085,53.485844,-113.120331,,,
1086,53.474743,-112.846855,,,
1087,53.410728,-112.558380,,,
1088,53.382904,-112.158195,,,
1089,53.387581,-111.944038,,,
1090,53.310478,-111.583099,,,
1091,53.304493,-111.317413,,,
1092,53.237061,-111.039818,,,
1093,53.208420,-110.676216,,,
1094,53.154987,-110.481522,,,
1095,53.111607,-110.193741,,,
1096,53.838554,-119.791519,,,
1097,53.837425,-119.445518,,,
1098,53.824810,-119.132050,,,
1099,53.781109,-118.829010,,,
1100,53.790344,-118.595940,,,
1101,53.775806,-118.279419,,,
1102,53.744385,-117.968849,,,
1103,53.719894,-117.642792,,,
1104,53.698910,-117.313225,,,
1105,53.660904,-117.074203,,,
1106,53.671753,-116.723145,,,
1107,53.603119,-116.421295,,,
1108,53.606499,-116.161972,,,
1109,53.583458,-115.865868,,,
1110,53.582878,-115.551056,,,
1111,53.515854,-115.192810,,,
1112,53.505585,-114.960030,,,
1113,53.469265,-114.643639,,,
1114,53.433315,-114.322380,,,
1115,53.427868,-114.024139,,,
1116,53.393127,-113.735886,,,
1117,53.338966,-113.412880,,,
1118,53.305931,-113.126549,,,
1119,53.304234,-112.840141,,,
1120,53.278839,-112.539665,,,
1121,53.216675,-112.265266,,,
1122,53.164841,-111.919342,,,
1123,53.137222,-111.645073,,,
1124,53.095856,-111.390724,,,
1125,53.075481,-111.074829,,,
1126,53.057522,-110.746841,,,
1127,52.982647,-110.506638,,,
1128,52.928959,-110.230217,,,
1129,53.684956,-119.451965,,,
1130,53.637516,-119.152580,,,
1131,53.657856,-118.823860,,,
1132,53.630707,-118.540054,,,
1133,53.568523,-118.216782,,,
1134,53.593197,-117.914024,,,
1135,53.542233,-117.691460,,,
1136,53.555168,-117.357323,,,
1137,53.514519,-117.017067,,,
1138,53.483967,-116.830391,,,
1139,53.468227,-116.514458,,,
1140,53.434452,-116.201927,,,
1141,53.398483,-115.850983,,,
1142,53.370556,-115.626289,,,
1143,53.348640,-115.351357,,,
1144,53.356602,-114.979057,,,
1145,53.317081,-114.679527,,,
1146,53.277996,-114.402054,,,
1147,53.250572,-114.060081,,,
1148,53.224121,-113.771400,,,
1149,53.197906,-113.480789,,,
1150,53.137333,-113.142067,,,
1151,53.137131,-112.907288,,,
1152,53.081833,-112.614395,,,
1153,53.044697,-112.365883,,,
1154,52.990170,-112.089111,,,
1155,52.964119,-111.701576,,,
1156,52.953049,-111.435349,,,
1157,52.911358,-111.092903,,,
1158,52.857689,-110.823265,,,
1159,52.850491,-110.611206,,,
1160,52.789253,-110.302109,,,
1161,53.499744,-119.853355,,,
1162,53.493385,-119.521873,,,
1163,53.450638,-119.198975,,,
1164,53.445980,-118.927284,,,
1165,53.415051,-118.585114,,,
1166,53.426308,-118.337105,,,
1167,53.387165,-117.980225,,,
1168,53.356171,-117.763626,,,
1169,53.342129,-117.356117,,,
1170,53.344151,-117.076775,,,
1171,53.281467,-116.769356,,,
1172,53.297398,-116.506790,,,
1173,53.268864,-116.237389,,,
1174,53.255894,-115.915947,,,
1175,53.208466,-115.650589,,,
1176,53.198906,-115.388504,,,
1177,53.145187,-115.073296,,,
1178,53.104702,-114.714417,,,
1179,53.097267,-114.470749,,,
1180,53.092289,-114.158813,,,
1181,53.033112,-113.842758,,,
1182,52.969978,-113.554283,,,
1183,52.943401,-113.249580,,,
1184,52.959965,-112.997902,,,
1185,52.893475,-112.683708,,,
1186,52.850006,-112.413055,,,
1187,52.839020,-112.057129,,,
1188,52.770489,-111.822708,,,
1189,52.759712,-111.485451,,,
1190,52.711926,-111.237335,,,
1191,52.651737,-110.923225,,,
1192,52.666130,-110.693031,,,
1193,52.620422,-110.348671,,,
1194,52.549477,-110.093994,,,
1195,53.307770,-119.228027,,,
1196,53.249630,-118.925262,,,
1197,53.257175,-118.595047,,,
1198,53.216049,-118.353325,,,
1199,53.215694,-117.993347,,,
1200,53.168827,-117.717049,,,
1201,53.183056,-117.467247,,,
1202,53.117416,-117.186401,,,
1203,53.118919,-116.850006,,,
1204,53.097565,-116.530251,,,
1205,53.089878,-116.225769,,,
1206,53.038548,-115.975174,,,
1207,53.004383,-115.644264,,,
1208,53.018326,-115.338051,,,
1209,52.963455,-115.099663,,,
1210,52.939247,-114.774429,,,
1211,52.919758,-114.499779,,,
1212,52.890835,-114.195892,,,
1213,52.828583,-113.923332,,,
1214,52.799484,-113.648033,,,
1215,52.793949,-113.361649,,,
1216,52.746243,-113.018776,,,
1217,52.726601,-112.709099,,,
1218,52.677601,-112.466820,,,
1219,52.643852,-112.203735,,,
1220,52.637432,-111.821609,,,
1221,52.580723,-111.594986,,,
1222,52.555283,-111.239510,,,
1223,52.496750,-110.988373,,,
1224,52.503891,-110.730148,,,
1225,52.414051,-110.432747,,,
1226,52.411137,-110.134407,,,
1227,53.076233,-118.670456,,,
1228,53.040989,-118.343208,,,
1229,53.030205,-118.065056,,,
1230,52.988125,-117.802834,,,
1231,52.991432,-117.452957,,,
1232,52.969749,-117.215393,,,
1233,52.951374,-116.918106,,,
1234,52.921741,-116.615105,,,
1235,52.864365,-116.285347,,,
1236,52.879879,-116.029701,,,
1237,52.839851,-115.715553,,,
1238,52.814526,-115.467941,,,
1239,52.811741,-115.120705,,,
1240,52.739979,-114.800041,,,
1241,52.770210,-114.527908,,,
1242,52.702114,-114.230164,,,
1243,52.683582,-113.962074,,,
1244,52.613144,-113.661339,,,
1245,52.636539,-113.407433,,,
1246,52.577667,-113.085838,,,
1247,52.514893,-112.811302,,,
1248,52.534279,-112.548889,,,
1249,52.447464,-112.225929,,,
1250,52.434353,-111.960884,,,
1251,52.387630,-111.583900,,,
1252,52.371078,-111.317314,,,
1253,52.351074,-111.060013,,,
1254,52.314011,-110.770378,,,
1255,52.231152,-110.482674,,,
1256,52.224518,-110.166168,,,
1257,52.841675,-118.365379,,,
1258,52.837917,-118.078331,,,
1259,52.839909,-117.807884,,,
1260,52.823330,-117.458916,,,
1261,52.760242,-117.170143,,,
1262,52.799728,-116.950195,,,
1263,52.761360,-116.629959,,,
1264,52.716618,-116.383934,,,
1265,52.709812,-116.084496,,,
1266,52.654339,-115.766670,,,
1267,52.649448,-115.453545,,,
1268,52.610466,-115.126465,,,
1269,52.590515,-114.898758,,,
1270,52.530350,-114.588120,,,
1271,52.521202,-114.312134,,,
1272,52.487816,-114.016762,,,
1273,52.470139,-113.731010,,,
1274,52.416409,-113.387009,,,
1275,52.425117,-113.107147,,,
1276,52.387444,-112.824402,,,
1277,52.347122,-112.548943,,,
1278,52.287441,-112.278847,,,
1279,52.260727,-112.000008,,,
1280,52.205681,-111.688560,,,
1281,52.219337,-111.400436,,,
1282,52.166245,-111.173920,,,
1283,52.137676,-110.796417,,,
1284,52.071507,-110.520279,,,
1285,52.066765,-110.288818,,,
1286,52.651909,-118.176842,,,
1287,52.672520,-117.852692,,,
1288,52.650616,-117.565598,,,
1289,52.598209,-117.208069,,,
1290,52.573689,-117.001572,,,
1291,52.590427,-116.653679,,,
1292,52.525879,-116.379936,,,
1293,52.514469,-116.083382,,,
1294,52.488331,-115.792404,,,
1295,52.437145,-115.495445,,,
1296,52.421879,-115.250580,,,
1297,52.396336,-114.901306,,,
1298,52.394562,-114.640388,,,
1299,52.350571,-114.307846,,,
1300,52.298748,-114.023277,,,
1301,52.282505,-113.704391,,,
1302,52.280006,-113.452942,,,
1303,52.236301,-113.181900,,,
1304,52.170185,-112.893677,,,
1305,52.124207,-112.581192,,,
1306,52.106796,-112.350281,,,
1307,52.087727,-112.009926,,,
1308,52.060646,-111.695770,,,
1309,52.011173,-111.471664,,,
1310,52.001896,-111.194672,,,
1311,51.938274,-110.911171,,,
1312,51.909885,-110.562592,,,
1313,51.886597,-110.307915,,,
1314,51.812878,-110.020561,,,
1315,52.489193,-118.210709,,,
1316,52.469856,-117.947426,,,
1317,52.421429,-117.620201,,,
1318,52.466801,-117.285950,,,
1319,52.396893,-116.929512,,,
1320,52.386498,-116.708443,,,
1321,52.361107,-116.364555,,,
1322,52.360622,-116.184082,,,
1323,52.332520,-115.820496,,,
1324,52.280453,-115.569641,,,
1325,52.277023,-115.237366,,,
1326,52.221863,-114.977531,,,
1327,52.227379,-114.696030,,,
1328,52.160652,-114.464409,,,
1329,52.164120,-114.148193,,,
1330,52.117481,-113.817741,,,
1331,52.052853,-113.565216,,,
1332,52.081928,-113.257729,,,
1333,52.019337,-112.946854,,,
1334,51.991528,-112.685448,,,
1335,51.949348,-112.400352,,,
1336,51.934284,-112.057968,,,
1337,51.880165,-111.741264,,,
1338,51.829441,-111.513512,,,
1339,51.804237,-111.278137,,,
1340,51.778267,-110.950378,,,
1341,51.700825,-110.635551,,,
1342,51.701118,-110.422440,,,
1343,51.646828,-110.099785,,,
1344,52.280956,-117.574394,,,
1345,52.252869,-117.337997,,,
1346,52.226986,-117.028839,,,
1347,52.220783,-116.743568,,,
1348,52.161774,-116.442413,,,
1349,52.152950,-116.187599,,,
1350,52.133961,-115.864571,,,
1351,52.082951,-115.556076,,,
1352,52.086155,-115.320328,,,
1353,52.018738,-115.006264,,,
1354,52.060474,-114.732391,,,
1355,51.966812,-114.440094,,,
1356,51.942356,-114.136139,,,
1357,51.950893,-113.804253,,,
1358,51.934963,-113.583092,,,
1359,51.837631,-113.303398,,,
1360,51.835041,-112.966850,,,
1361,51.823643,-112.774269,,,
1362,51.758121,-112.461449,,,
1363,51.720058,-112.105583,,,
1364,51.690331,-111.875153,,,
1365,51.684143,-111.629646,,,
1366,51.655506,-111.279984,,,
1367,51.580669,-110.964806,,,
1368,51.570057,-110.756241,,,
1369,51.521454,-110.458626,,,
1370,51.464886,-110.134605,,,
1371,52.068222,-117.042381,,,
1372,52.051147,-116.815063,,,
1373,52.001064,-116.441818,,,
1374,51.989647,-116.228493,,,
1375,51.977890,-115.935440,,,
1376,51.943516,-115.623833,,,
1377,51.906822,-115.327484,,,
1378,51.844158,-115.045753,,,
1379,51.846592,-114.763763,,,
1380,51.793423,-114.455902,,,
1381,51.787006,-114.146881,,,
1382,51.740936,-113.919395,,,
1383,51.733898,-113.641487,,,
1384,51.671181,-113.333687,,,
1385,51.660389,-113.029747,,,
1386,51.654629,-112.760307,,,
1387,51.572464,-112.474205,,,
1388,51.533600,-112.237404,,,
1389,51.522919,-111.884567,,,
1390,51.518227,-111.643318,,,
1391,51.474148,-111.321152,,,
1392,51.384136,-111.077873,,,
1393,51.398434,-110.770020,,,
1394,51.332428,-110.549271,,,
1395,51.284584,-110.260117,,,
1396,51.873302,-116.828979,,,
1397,51.802513,-116.519928,,,
1398,51.793373,-116.220932,,,
1399,51.806267,-115.947441,,,
1400,51.780613,-115.634186,,,
1401,51.728539,-115.433289,,,
1402,51.709274,-115.120628,,,
1403,51.656414,-114.798325,,,
1404,51.628845,-114.555679,,,
1405,51.576920,-114.218719,,,
1406,51.565754,-114.018700,,,
1407,51.548641,-113.706932,,,
1408,51.509693,-113.403748,,,
1409,51.482254,-113.121147,,,
1410,51.479015,-112.805328,,,
1411,51.412235,-112.587357,,,
1412,51.398739,-112.253281,,,
1413,51.331120,-111.985046,,,
1414,51.299282,-111.666855,,,
1415,51.299141,-111.396690,,,
1416,51.214520,-111.136772,,,
1417,51.179108,-110.888245,,,
1418,51.152718,-110.549149,,,
1419,51.113495,-110.340263,,,
1420,51.066063,-109.998085,,,
1421,51.612247,-116.239937,,,
1422,51.602654,-116.024124,,,
1423,51.595943,-115.682678,,,
1424,51.552536,-115.479607,,,
1425,51.518810,-115.188652,,,
1426,51.522579,-114.844032,,,
1427,51.468899,-114.585999,,,
1428,51.459274,-114.296379,,,
1429,51.373363,-114.022156,,,
1430,51.377083,-113.729210,,,
1431,51.361668,-113.435425,,,
1432,51.285931,-113.162788,,,
1433,51.311440,-112.898430,,,
1434,51.230656,-112.634445,,,
1435,51.225536,-112.269989,,,
1436,51.158115,-112.060234,,,
1437,51.105412,-111.760864,,,
1438,51.101788,-111.487175,,,
1439,51.026218,-111.178215,,,
1440,51.008621,-110.869843,,,
1441,50.968857,-110.582520,,,
1442,50.962753,-110.353027,,,
1443,50.877670,-110.086479,,,
1444,51.400162,-116.079010,,,
1445,51.424744,-115.768616,,,
1446,51.395973,-115.447693,,,
1447,51.324001,-115.221794,,,
1448,51.301685,-114.874992,,,
1449,51.282284,-114.577766,,,
1450,51.242962,-114.375450,,,
1451,51.203373,-114.092514,,,
1452,51.183567,-113.851097,,,
1453,51.142086,-113.503624,,,
1454,51.160454,-113.244972,,,
1455,51.083050,-112.906815,,,
1456,51.076172,-112.618729,,,
1457,51.023460,-112.395370,,,
1458,51.007030,-112.046165,,,
1459,50.936085,-111.830009,,,
1460,50.953686,-111.546654,,,
1461,50.907532,-111.286209,,,
1462,50.830578,-110.991203,,,
1463,50.810844,-110.745926,,,
1464,50.752064,-110.390587,,,
1465,50.750031,-110.189140,,,
1466,51.198032,-115.772804,,,
1467,51.192261,-115.465797,,,
1468,51.162296,-115.259010,,,
1469,51.125011,-114.924911,,,
1470,51.138451,-114.706436,,,
1471,51.064228,-114.419464,,,
1472,51.035999,-114.128944,,,
1473,51.047684,-113.795387,,,
1474,50.976761,-113.569595,,,
1475,50.964474,-113.316635,,,
1476,50.945747,-112.984711,,,
1477,50.880524,-112.734695,,,
1478,50.857025,-112.405708,,,
1479,50.803802,-112.151886,,,
1480,50.764927,-111.830460,,,
1481,50.746773,-111.609749,,,
1482,50.731812,-111.315002,,,
1483,50.672470,-111.057953,,,
1484,50.630692,-110.785645,,,
1485,50.600151,-110.453819,,,
1486,50.562279,-110.203270,,,
1487,50.986034,-115.585335,,,
1488,50.979336,-115.242737,,,
1489,50.968578,-114.972748,,,
1490,50.958836,-114.663147,,,
1491,50.912880,-114.430405,,,
1492,50.876835,-114.148911,,,
1493,50.819489,-113.874092,,,
1494,50.837601,-113.578979,,,
1495,50.758202,-113.321014,,,
1496,50.746159,-113.013054,,,
1497,50.719524,-112.742088,,,
1498,50.697739,-112.455940,,,
1499,50.669537,-112.207153,,,
1500,50.588234,-111.902893,,,
1501,50.572273,-111.634003,,,
1502,50.532314,-111.326988,,,
1503,50.486595,-111.091148,,,
1504,50.443134,-110.786758,,,
1505,50.404125,-110.599663,,,
1506,50.380306,-110.307625,,,
1507,50.828571,-115.297890,,,
1508,50.781136,-115.051727,,,
1509,50.740887,-114.780327,,,
1510,50.704277,-114.488518,,,
1511,50.696735,-114.247803,,,
1512,50.635616,-113.946289,,,
1513,50.600319,-113.658997,,,
1514,50.614960,-113.393295,,,
1515,50.550644,-113.117920,,,
1516,50.542095,-112.882713,,,
1517,50.517685,-112.549667,,,
1518,50.449921,-112.282509,,,
1519,50.449726,-112.026161,,,
1520,50.418095,-111.738968,,,
1521,50.331093,-111.401901,,,
1522,50.311710,-111.143631,,,
1523,50.268253,-110.866264,,,
1524,50.243816,-110.608040,,,
1525,50.217842,-110.285400,,,
1526,50.182167,-110.118004,,,
1527,50.631939,-115.080032,,,
1528,50.571575,-114.753746,,,
1529,50.551044,-114.469887,,,
1530,50.539951,-114.206207,,,
1531,50.507336,-113.974861,,,
1532,50.450142,-113.659668,,,
1533,50.434460,-113.452827,,,
1534,50.403221,-113.142487,,,
1535,50.364784,-112.817589,,,
1536,50.349079,-112.581055,,,
1537,50.285000,-112.352592,,,
1538,50.260353,-112.086037,,,
1539,50.221924,-111.808769,,,
1540,50.186481,-111.477348,,,
1541,50.165653,-111.242348,,,
1542,50.090096,-110.946297,,,
1543,50.074966,-110.703575,,,
1544,50.064293,-110.399872,,,
1545,50.018612,-110.142075,,,
1546,50.403450,-114.818291,,,
1547,50.390251,-114.592331,,,
1548,50.340908,-114.278091,,,
1549,50.319363,-114.079895,,,
1550,50.253185,-113.744774,,,
1551,50.229401,-113.435173,,,
1552,50.246426,-113.186638,,,
1553,50.155033,-112.915115,,,
1554,50.153278,-112.674850,,,
1555,50.092964,-112.415634,,,
1556,50.071648,-112.112526,,,
1557,50.030048,-111.793381,,,
1558,50.003742,-111.578972,,,
1559,49.960526,-111.218658,,,
1560,49.918877,-111.014114,,,
1561,49.919498,-110.721718,,,
1562,49.883038,-110.436813,,,
1563,49.835690,-110.197792,,,
1564,50.201839,-114.643822,,,
1565,50.150188,-114.349693,,,
1566,50.124870,-114.056129,,,
1567,50.081772,-113.789474,,,
1568,50.059593,-113.466103,,,
1569,50.049408,-113.262856,,,
1570,50.011517,-112.921288,,,
1571,49.975773,-112.666847,,,
1572,49.925816,-112.371689,,,
1573,49.896278,-112.107460,,,
1574,49.833210,-111.856102,,,
1575,49.815010,-111.638481,,,
1576,49.779640,-111.309196,,,
1577,49.729866,-111.022934,,,
1578,49.698570,-110.767006,,,
1579,49.674992,-110.570435,,,
1580,49.631435,-110.293648,,,
1581,50.002617,-114.655380,,,
1582,49.967937,-114.365005,,,
1583,49.953644,-114.147522,,,
1584,49.944073,-113.860138,,,
1585,49.915531,-113.542526,,,
1586,49.878643,-113.285866,,,
1587,49.811783,-112.968109,,,
1588,49.810951,-112.733177,,,
1589,49.783173,-112.453911,,,
1590,49.743179,-112.167030,,,
1591,49.692783,-111.960442,,,
1592,49.644451,-111.661781,,,
1593,49.637825,-111.392174,,,
1594,49.604824,-111.181854,,,
1595,49.562969,-110.831818,,,
1596,49.525253,-110.572441,,,
1597,49.466656,-110.295204,,,
1598,49.442825,-110.098404,,,
1599,49.826542,-114.465752,,,
1600,49.806004,-114.174301,,,
1601,49.737457,-113.825783,,,
1602,49.685371,-113.608124,,,
1603,49.675694,-113.354515,,,
1604,49.642696,-113.042488,,,
1605,49.646912,-112.838814,,,
1606,49.574409,-112.459480,,,
1607,49.584583,-112.235481,,,
1608,49.500614,-111.985397,,,
1609,49.447254,-111.694244,,,
1610,49.453590,-111.437851,,,
1611,49.395493,-111.232903,,,
1612,49.357346,-110.870064,,,
1613,49.322456,-110.605247,,,
1614,49.263149,-110.411758,,,
1615,49.231300,-110.073372,,,
1616,49.627460,-114.437668,,,
1617,49.634209,-114.188255,,,
1618,49.561714,-113.921532,,,
1619,49.524582,-113.680252,,,
1620,49.534229,-113.438545,,,
1621,49.447514,-113.165291,,,
1622,49.471233,-112.854454,,,
1623,49.380474,-112.554527,,,
1624,49.363445,-112.332726,,,
1625,49.357670,-112.039963,,,
1626,49.327721,-111.802391,,,
1627,49.267490,-111.504272,,,
1628,49.215382,-111.217354,,,
1629,49.178630,-110.989660,,,
1630,49.136551,-110.696465,,,
1631,49.100117,-110.425667,,,
1632,49.096806,-110.153671,,,
1633,49.428188,-114.494072,,,
1634,49.435677,-114.182281,,,
1635,49.417633,-113.998138,,,
1636,49.388168,-113.705055,,,
1637,49.325226,-113.487480,,,
1638,49.305336,-113.153824,,,
1639,49.284225,-112.923218,,,
1640,49.207878,-112.653221,,,
1641,49.201641,-112.407562,,,
1642,49.173023,-112.103226,,,
1643,49.124611,-111.844841,,,
1644,49.127346,-111.570023,,,
1645,49.061848,-111.235756,,,
1646,49.041850,-111.053240,,,
1647,49.219769,-114.281158,,,
1648,49.225746,-114.023636,,,
1649,49.191238,-113.802986,,,
1650,49.167027,-113.456352,,,
1651,49.126488,-113.182915,,,
1652,49.113228,-112.905777,,,
1653,49.079758,-112.656418,,,
1654,49.045753,-112.432732,,,
1655,49.037754,-114.043221,,,
1656,48.999115,-113.823624,,,
