organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,aru_task_status,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,11.88,60.00,3.06,2.52kHz,5.10kHz,3638068,4,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,13.51,60.00,3.29,2.47kHz,4.58kHz,3638065,3,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,21.71,60.00,1.00,2.27kHz,3.61kHz,3661933,2,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,23.05,60.00,3.40,3.45kHz,6.44kHz,3638073,5,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,26.30,60.00,0.76,2.63kHz,3.86kHz,3661941,3,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,27.34,60.00,4.24,2.68kHz,5.46kHz,3638069,4,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,33.81,60.00,2.73,2.42kHz,4.17kHz,3661945,2,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,36.10,60.00,2.66,2.37kHz,5.15kHz,3638066,3,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,39.95,60.00,2.03,2.68kHz,4.89kHz,3638070,4,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,44.31,60.00,4.09,2.58kHz,5.15kHz,3638071,4,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,50.55,60.00,3.61,2.73kHz,4.74kHz,3661915,2,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,55.86,60.00,2.59,2.16kHz,4.84kHz,3638067,3,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-SE,30945,2023-05-21 05:55:00,893134,None,865639,In Progress,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,58.23,60.00,1.76,2.73kHz,5.51kHz,3638072,4,Song,1,,,,Leonard Patterson,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865639,,
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-21 05:55:00,893100,None,865609,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,0.04,60.00,0.95,4.27kHz,4.94kHz,3619910,1,Song,1,,f,1,Leonard Patterson,2692,,-27.07,-28.01,2,0.041039,-0.01358,0.09259,-20.67,-50.96,-71.48,3,0,-0.009369,0.00943,-40.51,-27.13,-30.81,2,0.029726,-0.050079,0.111023,-19.09,-44.89,-68.59,2,0,-0.018555,0.018494,-34.63,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865609,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/0d82744abcb14099987a5efc40d4cdee.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/efddc6da6bd44c9585fd41f82e07b477.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-21 05:55:00,893100,None,865609,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,0.58,60.00,0.28,7.47kHz,10.30kHz,3619916,2,Call,1,,f,1,Leonard Patterson,2692,,-27.65,-27.85,2,0.04065,0.017609,0.065216,-23.71,-72.3,-75.39,2,0,-0.003937,0.003693,-48.1,-30.32,-30.66,2,0.029519,-0.003632,0.064056,-23.87,-71.42,-72.36,2,0,-0.002808,0.002686,-51.03,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865609,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/ba919f0a13254f8898e88a7ab2b84932.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/9649efc352c8429d8531d4920e6e7f45.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-21 05:55:00,893100,None,865609,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,10.39,60.00,2.16,2.73kHz,4.74kHz,3619918,1,Song,1,,f,1,Leonard Patterson,2692,,-26.4,-28.42,2,0.041086,-0.025909,0.100342,-19.97,-34.14,-69.05,2,0,-0.062286,0.062317,-24.11,-26.61,-31.08,2,0.029637,-0.051819,0.112335,-18.99,-29.32,-67.66,2,0,-0.082184,0.081665,-21.7,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865609,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/9f37f1a236994df699d1d30acde55e9a.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/9cabea267d4d48508a446dbcdd48e426.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-21 05:55:00,893100,None,865609,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,14.45,60.00,0.49,7.78kHz,10.20kHz,3619919,3,Call,1,,f,1,Leonard Patterson,2692,,-27.15,-28.33,2,0.041093,0.025421,0.058014,-24.73,-63.71,-74.1,2,0,-0.003906,0.003571,-48.16,-30.14,-31.12,2,0.029384,0.013916,0.042084,-27.52,-57.63,-68.16,2,0,-0.006256,0.005707,-44.07,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865609,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/a1a67e7c572f43d3adb18329e8a4585f.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/47d5d7966abd40faa40a4100186cc8da.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-21 05:55:00,893100,None,865609,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,40.86,60.00,2.38,2.68kHz,4.33kHz,3619923,1,Song,1,,f,1,Leonard Patterson,2692,,-26.82,-28.09,2,0.040923,-0.0224,0.102631,-19.77,-34.88,-70.94,2,0,-0.057587,0.057678,-24.78,-26.92,-31.71,2,0.029674,-0.087891,0.14035,-17.06,-29.35,-70.27,2,0,-0.09726,0.096619,-20.24,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865609,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/cd7361261be44e26828573ccdbab3f07.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/83292d90-9c32-4ae0-a3f9-6bd75dd53374/d83c95c8735e421ebabb5344c8524b0a.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NE,30947,2023-05-24 05:51:00,891235,None,868373,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,48.93,60.00,2.33,2.27kHz,4.33kHz,3619928,1,Song,1,,f,1,Leonard Patterson,2692,,-26.9,-28.3,2,0.041128,0.011566,0.066925,-23.49,-47.87,-72.97,3,-0.000001,-0.014557,0.014526,-36.74,-29.32,-31.19,2,0.029752,0.000671,0.061737,-24.19,-43.99,-70.99,2,0,-0.025146,0.025146,-31.99,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=868373,https://wildtrax-aru.s3.us-west-2.amazonaws.com/d52f8acc-0565-4b6a-b506-8944537c3da4/25ca6ff001184076971915ba991fda1b.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/d52f8acc-0565-4b6a-b506-8944537c3da4/3d88299cb1014a5d8f7981e3ace61479.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,7.89,60.00,2.30,2.06kHz,3.61kHz,3619998,1,Song,1,,f,1,Leonard Patterson,2692,,-30.91,-32.5,2,0.024477,-0.021423,0.070374,-23.05,-51.55,-68.26,2,0,-0.008575,0.008179,-41.33,-28.67,-30.74,2,0.029624,-0.03653,0.096313,-20.33,-52.02,-69.43,2,0,-0.009064,0.00882,-40.85,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/787e0b3201da479aa522f159d9aaa5ab.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/0cb9f06de3f640859ce6a1e1382db525.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,11.25,60.00,3.44,2.68kHz,4.48kHz,3620000,2,Song,1,,f,1,Leonard Patterson,2692,,-31.02,-32.86,2,0.024533,-0.001099,0.050659,-25.91,-40.85,-65.73,2,0,-0.020966,0.020996,-33.56,-29.56,-31.16,2,0.029643,-0.001678,0.062164,-24.13,-38.71,-65.2,2,0,-0.025574,0.025482,-31.84,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/0adde5f94fbb4ec09dee62f3f2be04f6.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/dc5b7bd8f96c4ea9814396beed438ecc.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,17.71,60.00,4.36,3.09kHz,4.64kHz,3620004,1,Song,1,,f,1,Leonard Patterson,2692,,-31.32,-32.89,2,0.024544,0.01001,0.037781,-28.45,-62.39,-76.43,2,0,-0.002838,0.002533,-50.94,-29.88,-31.22,3,0.029638,0.015137,0.04303,-27.32,-60.78,-76.38,2,0,-0.003632,0.003296,-48.8,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/a2c1543c0bc442fb803c73cb3ccd8580.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/48c6e365bc104d2d98ecfbb9c1759bb0.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,18.21,60.00,3.98,3.30kHz,5.77kHz,3620005,3,Song,1,,f,1,Leonard Patterson,2692,,-31.32,-32.89,2,0.024571,0.01001,0.037781,-28.45,-61.1,-73.41,2,0,-0.004303,0.003265,-47.32,-29.88,-31.22,3,0.029665,0.015137,0.04303,-27.32,-59.39,-72.82,2,0,-0.005096,0.003967,-45.85,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/6e4566a63182496398985e088e0d8414.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/7783c8686b594d5d876d15e011f70e28.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,22.30,60.00,1.69,2.63kHz,4.27kHz,3620006,2,Song,1,,f,1,Leonard Patterson,2692,,-31.04,-32.44,2,0.024594,-0.009705,0.054413,-25.29,-40.66,-62.66,2,0,-0.019928,0.019836,-34.01,-29.53,-30.86,2,0.029591,-0.016052,0.064484,-23.81,-38.61,-58.96,2,0,-0.027954,0.027435,-31.07,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/febf7b665e884858be4aa88c871babd0.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/3e348bedaaa646859fb3fbbfec7dec88.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,29.83,60.00,1.80,3.04kHz,4.64kHz,3620007,1,Song,1,,f,1,Leonard Patterson,2692,,-31.46,-32.64,2,0.024624,0.004211,0.044342,-27.06,-53.92,-71.3,2,0,-0.006348,0.006317,-43.95,-29.97,-30.94,2,0.02959,0.006805,0.050201,-25.99,-50.25,-71.65,2,0,-0.009857,0.009796,-40.12,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/085ec6478e7c42b49799b45e8914415e.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/7c9d53860c284da8b3387155934a2a27.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,30.84,60.00,3.38,2.42kHz,4.22kHz,3620008,2,Song,1,,f,1,Leonard Patterson,2692,,-31.38,-32.64,2,0.024618,0.000031,0.050415,-25.95,-41.26,-64.13,2,0,-0.020264,0.020294,-33.85,-29.78,-30.9,2,0.02964,0.004669,0.057129,-24.86,-39.08,-62.99,2,0,-0.023163,0.023346,-32.64,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/441fda3daf5b42d08285ba267741e88d.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/6d820b23b6324e7bbf9c394f7e43bdd8.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,35.14,60.00,2.66,2.63kHz,3.97kHz,3620009,1,Song,1,,f,1,Leonard Patterson,2692,,-31.52,-32.59,2,0.024653,0.012299,0.036469,-28.76,-63.33,-72.25,2,0,-0.003448,0.002899,-49.25,-30.01,-30.94,2,0.029627,0.016968,0.041473,-27.64,-64.43,-72.68,2,0,-0.004333,0.003632,-47.26,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/d51d43e6c1dc4d61b0d19ddfe72f84dd.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/a9bae908dd1d4ceda44a52abd03f74db.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,38.10,60.00,2.45,1.91kHz,3.76kHz,3620010,3,Song,1,,f,1,Leonard Patterson,2692,,-31.46,-32.75,2,0.024634,0.009033,0.039032,-28.17,-56.46,-69.53,3,0,-0.006256,0.005188,-44.07,-30.01,-31.05,3,0.029551,0.009125,0.049744,-26.07,-57.86,-69.27,2,0,-0.007111,0.004761,-42.96,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/da240c258490401191a9182ff85a2765.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/91f38b140fe04ecab5fd0feeaed5d48b.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,46.36,60.00,2.89,2.47kHz,4.53kHz,3620011,2,Song,1,,f,1,Leonard Patterson,2692,,-31.48,-32.61,2,0.024581,-0.000397,0.045593,-26.82,-42.33,-61.88,3,0,-0.016541,0.016357,-35.63,-29.99,-30.96,3,0.029627,0.005981,0.052551,-25.59,-43.39,-62.35,2,0,-0.013306,0.013428,-37.44,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/f1c62e4e94874af182865a5c4c2566ca.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/2d5792ed6e2942398f2f9aacf1a47da4.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,51.35,60.00,1.95,2.01kHz,3.45kHz,3620012,1,Song,1,,f,1,Leonard Patterson,2692,,-31.53,-32.57,2,0.024572,0.012787,0.036987,-28.64,-52.05,-68.13,2,0,-0.006714,0.005951,-43.46,-29.97,-30.87,2,0.029665,0.016846,0.043213,-27.29,-54.92,-67.56,2,0,-0.005676,0.005646,-44.92,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/75178271d0704af6b46ad664354d690a.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/b2fa5cac6fba4c8d90f9d689d322ec0f.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-15 06:05:00,892611,None,865196,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,56.88,60.00,3.08,2.58kHz,4.22kHz,3620014,2,Song,1,,f,1,Leonard Patterson,2692,,-31.08,-32.6,2,0.024561,0.000488,0.052551,-25.59,-42.57,-57.32,2,0,-0.016785,0.016815,-35.49,-29.68,-30.92,2,0.029606,-0.00235,0.061218,-24.26,-42.91,-57.73,3,0,-0.021393,0.021332,-33.39,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865196,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/514b7b1901f64c16b9f677180b50b69d.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f15a001f-4116-41dd-8726-13a6daf3de94/a97dd219cc5a4fe3aef38edfd4e21bb9.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-21 05:55:00,848114,None,868368,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,0.75,60.00,2.45,2.42kHz,3.91kHz,3619949,1,Song,1,,f,1,Leonard Patterson,2692,,-31.73,-32.7,2,0.024505,0.012146,0.035309,-29.04,-56.62,-69.21,3,0,-0.004944,0.005035,-45.96,-30.2,-31.01,2,0.029546,0.014893,0.04364,-27.2,-52.09,-67.78,4,0,-0.007935,0.007904,-42.01,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=868368,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/8f097abf51c54ece8794ccd36c22534e.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/66ef3f6677b240adaa4a6f4956406218.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-21 05:55:00,848114,None,868368,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,1.29,60.00,2.16,2.88kHz,3.86kHz,3619952,2,Song,1,,f,1,Leonard Patterson,2692,,-31.73,-32.7,2,0.024501,0.012146,0.035217,-29.06,-58.7,-70.74,2,0,-0.004395,0.004425,-47.08,-30.2,-31.01,2,0.029517,0.014893,0.040894,-27.77,-53.01,-69.33,3,0,-0.006989,0.006927,-43.11,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=868368,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/417cafc53b2b4f1884bd5e0baeb37e21.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/e4fb8d379c3c4a6ba6a786d3a2e9c868.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1267-NW,30948,2023-05-21 05:55:00,848114,None,868368,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,5.20,60.00,2.76,2.52kHz,4.12kHz,3619958,3,Song,1,,f,1,Leonard Patterson,2692,,-31.72,-32.72,2,0.024535,0.005219,0.045319,-26.87,-47.86,-65.09,2,0,-0.013947,0.013733,-37.11,-30.1,-31.09,2,0.02949,0.007599,0.049866,-26.04,-49.05,-63.38,2,0,-0.011871,0.011688,-38.51,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=868368,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/2233a37e85134e458365f0e4ca7d04e9.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/96104c43-1931-4b54-be6f-2157ce90f95f/ecf25d1b872940638c0f91c61616970a.flac
