organization,project,project_id,location,location_id,recording_date_time,recording_id,task_method,task_id,aru_task_status,species_code,species_common_name,species_scientific_name,species_class,detection_time,task_duration,tag_duration,min_tag_freq,max_tag_freq,tag_id,individual_order,vocalization,abundance,tag_rating,tag_is_verified,clip_channel_used,observer,observer_id,verifier_id,left_full_freq_tag_rms_peak_dbfs,left_full_freq_tag_rms_trough_dbfs,left_full_freq_tag_pk_count,left_full_freq_tag_dc_offset,left_full_freq_tag_min_level,left_full_freq_tag_max_level,left_full_freq_tag_peak_level_dbfs,left_freq_filter_tag_rms_peak_dbfs,left_freq_filter_tag_rms_trough_dbfs,left_freq_filter_tag_pk_count,left_freq_filter_tag_dc_offset,left_freq_filter_tag_min_level,left_freq_filter_tag_max_level,left_freq_filter_tag_peak_level_dbfs,right_full_freq_tag_rms_peak_dbfs,right_full_freq_tag_rms_trough_dbfs,right_full_freq_tag_pk_count,right_full_freq_tag_dc_offset,right_full_freq_tag_min_level,right_full_freq_tag_max_level,right_full_freq_tag_peak_level_dbfs,right_freq_filter_tag_rms_peak_dbfs,right_freq_filter_tag_rms_trough_dbfs,right_freq_filter_tag_pk_count,right_freq_filter_tag_dc_offset,right_freq_filter_tag_min_level,right_freq_filter_tag_max_level,right_freq_filter_tag_peak_level_dbfs,tagged_in_wildtrax,media_url,spectrogram_url,clip_url
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,23.86,60.00,2.41,1.96kHz,3.19kHz,3619829,6,Song,1,,f,1,Leonard Patterson,2692,,-28.12,-31.96,2,0.031474,-0.002472,0.060547,-24.36,-46.84,-70.9,3,0,-0.015686,0.015961,-35.94,-28.54,-32.68,2,0.028217,-0.000641,0.05304,-25.51,-54.69,-69.55,2,0,-0.007294,0.007355,-42.67,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/1a41aae94e364da89706787e49a96423.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/3c4d5910f0914c388bd8d1166c82d469.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,26.70,60.00,3.56,2.94kHz,5.36kHz,3619831,3,Song,1,,f,1,Leonard Patterson,2692,,-26.55,-32.39,2,0.031491,-0.03067,0.085327,-21.38,-36.08,-59.13,2,0,-0.050751,0.051483,-25.77,-26.78,-32.74,2,0.028188,-0.055634,0.114777,-18.8,-28.76,-60.24,2,0,-0.081757,0.081299,-21.75,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/19660c45bf344f458bd0f6ee5e9388f7.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/8ed7634ffb73440293bdfd677f974696.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,27.13,60.00,3.43,3.91kHz,6.18kHz,3619830,2,Song,1,,f,1,Leonard Patterson,2692,,-26.55,-32.39,2,0.031411,-0.03067,0.085327,-21.38,-35.86,-62.12,2,0,-0.035004,0.0354,-29.02,-28.88,-32.74,2,0.028311,-0.02713,0.074646,-22.54,-34.53,-63.99,2,0,-0.046783,0.046295,-26.6,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/dd06106b58354612a548c47fb1db1d0a.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/19482fc778cf46a1806295e3eb286345.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,28.28,60.00,2.55,3.30kHz,4.48kHz,3619835,1,Song,1,,f,1,Leonard Patterson,2692,,-27.7,-31.63,2,0.031352,-0.003784,0.057404,-24.82,-44.36,-71.77,2,0,-0.016296,0.016327,-35.74,-28.94,-33.16,2,0.028285,-0.033966,0.077606,-22.2,-37.9,-68.73,2,0,-0.051239,0.051178,-25.81,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/a44b0aca20fa478c97666e127fd06829.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/2f71b1da5c344c98b05ce1e6a01d6326.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,28.64,60.00,4.15,3.35kHz,5.67kHz,3619833,4,Song,1,,f,1,Leonard Patterson,2692,,-26.55,-32.73,2,0.031503,-0.03067,0.085327,-21.38,-35.82,-63.84,2,0,-0.050751,0.051422,-25.78,-26.78,-32.24,2,0.028213,-0.055634,0.114777,-18.8,-28.76,-62,2,0,-0.081604,0.080597,-21.77,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/c76daf656f2c43aebb2a10fccf6c5179.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/98e96c716075468b9819885dc781095f.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,31.66,60.00,2.48,3.76kHz,5.15kHz,3632823,5,Song,1,,f,2,Leonard Patterson,2692,,-27.69,-31.51,2,0.031125,-0.020386,0.056885,-24.9,-46.09,-70.07,2,0,-0.012543,0.012726,-37.91,-28.73,-33.16,2,0.028249,-0.033966,0.077606,-22.2,-36.02,-68.68,2,0,-0.035217,0.035004,-29.06,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/c1baacd614a54c87916368e417678aae.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/ef5d35a920764a1daf0a9f0134ac7504.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,35.53,60.00,2.35,3.71kHz,5.56kHz,3619836,6,Song,1,,f,1,Leonard Patterson,2692,,-27.1,-31.96,2,0.031542,-0.020874,0.069122,-23.21,-52.09,-74.13,2,0,-0.007874,0.007965,-41.98,-29.45,-32.19,2,0.028227,0.009125,0.047302,-26.5,-51.29,-73.43,2,0,-0.008789,0.009033,-40.88,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/523e3202c4a54e11a1acf4a037997c54.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/7d12d0a2ee98489583ddf7a6c3e998cb.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,36.44,60.00,3.01,2.88kHz,4.84kHz,3619837,2,Song,1,,f,1,Leonard Patterson,2692,,-26.13,-31.98,2,0.031498,-0.008972,0.073059,-22.73,-50.09,-62.31,2,0,-0.011108,0.011444,-38.83,-29.58,-32.59,2,0.028211,0.008118,0.048584,-26.27,-51.64,-61.55,2,0,-0.009247,0.008759,-40.68,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/7ed205945c2943dd8cc6a964ac58a4b7.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/5d33bb4740164bb5923282a96d8a379b.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,38.71,60.00,2.75,2.68kHz,5.46kHz,3619838,3,Song,1,,f,1,Leonard Patterson,2692,,-27.29,-32.68,2,0.031404,-0.021881,0.091156,-20.8,-34.66,-63.77,2,0,-0.036469,0.035583,-28.76,-28.32,-32.53,2,0.028236,-0.010986,0.075806,-22.41,-33.96,-64.17,2,0,-0.042328,0.042664,-27.4,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/1f4913c85db84293b8bcc6dbd5ce74cc.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/96d1567897e5407e8a63d2dd5f5cd8db.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,40.00,60.00,4.24,3.35kHz,5.67kHz,3619839,4,Song,1,,f,1,Leonard Patterson,2692,,-26.36,-32.41,2,0.031389,-0.022888,0.109375,-19.22,-34.32,-64.6,2,0,-0.036469,0.036713,-28.7,-25.09,-32.53,2,0.028337,-0.066681,0.129456,-17.76,-30.22,-62.73,2,0,-0.062195,0.062439,-24.09,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/122a93b460574e7f9aef1de5d7c5f399.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/1921189de3344989a73558832a4d1225.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,43.83,60.00,3.03,4.02kHz,5.87kHz,3619840,1,Song,1,,f,1,Leonard Patterson,2692,,-27.12,-32.38,2,0.031403,-0.00885,0.067047,-23.47,-49.56,-71.24,2,0,-0.008484,0.00824,-41.43,-29.22,-32.27,3,0.028188,-0.018188,0.071228,-22.95,-45.81,-65.25,2,0,-0.025177,0.025055,-31.98,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/82a7a475562b4b8d80c8eab16c2a1854.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/07ddc170a77f4c99a2552cc062efcd34.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,44.80,60.00,3.23,3.14kHz,4.79kHz,3619841,2,Song,1,,f,1,Leonard Patterson,2692,,-28.22,-32.38,2,0.031536,-0.00592,0.089325,-20.98,-42.09,-65.05,2,0,-0.02301,0.023163,-32.7,-29.67,-32.27,2,0.028105,-0.003693,0.065826,-23.63,-44.55,-64.43,2,0,-0.019989,0.019653,-33.98,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/18b9051b6c0446a882c6b929ad9aba3c.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/3b29cf00204840d1b3f5dffdeff8cbf3.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,47.79,60.00,1.90,3.04kHz,5.15kHz,3619842,6,Song,1,,f,1,Leonard Patterson,2692,,-27.96,-30.89,2,0.03152,-0.007812,0.089325,-20.98,-39.89,-66.33,2,0,-0.028992,0.029144,-30.71,-29.62,-31.99,2,0.02832,-0.008606,0.061127,-24.28,-40.6,-65.44,2,0,-0.030426,0.031464,-30.04,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/5a03082722f241e19a4ec7b4961f7f13.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/1c732447696249b5a2f00975370f78f6.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,49.36,60.00,3.61,3.50kHz,5.30kHz,3619843,3,Song,1,,f,1,Leonard Patterson,2692,,-27.71,-31.02,2,0.031507,-0.07605,0.120148,-18.41,-37.42,-62.17,2,0,-0.031708,0.032654,-29.72,-27.2,-31.66,2,0.028367,-0.049011,0.085571,-21.35,-29.81,-60.07,2,0,-0.060883,0.060516,-24.31,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/f390608d78bf4ccc8f08cd168f9178a0.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/6d1f74934ab04ae4848e9281697495e8.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,51.10,60.00,4.51,3.50kHz,5.72kHz,3619844,4,Song,1,,f,1,Leonard Patterson,2692,,-27.38,-32.95,2,0.031389,-0.090179,0.160797,-15.87,-35.25,-65.62,2,0,-0.034576,0.035095,-29.1,-27.2,-31.85,2,0.028371,-0.049011,0.085571,-21.35,-29.8,-62.91,2,0,-0.060913,0.060669,-24.31,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/b709028e4ebb47d3911975e8337adc37.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/743aa7c05cd543b5bfba1c170c34de8d.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,51.40,60.00,4.24,3.71kHz,4.94kHz,3619850,1,Song,1,,f,1,Leonard Patterson,2692,,-27.38,-32.95,2,0.031442,-0.090179,0.160797,-15.87,-38.99,-67.8,2,0,-0.023163,0.023071,-32.7,-27.2,-31.85,2,0.028427,-0.049011,0.085571,-21.35,-30.95,-67.32,2,0,-0.048248,0.048462,-26.29,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/0a4d399b89c74f6cbe6c384961b183e1.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/a7f7d1a9d58743d78c8802a8a438afcb.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,53.99,60.00,1.98,2.52kHz,3.35kHz,3632824,6,Song,1,,f,1,Leonard Patterson,2692,,-27.38,-32.95,2,0.031421,-0.090179,0.160797,-15.87,-64.13,-74.21,2,0,-0.002411,0.001923,-52.36,-28.72,-31.85,2,0.028414,-0.020691,0.079193,-22.03,-63.72,-72.72,2,0,-0.002808,0.002594,-51.03,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/46a9dcc2bdae4efab535398bf2f390ad.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/ed7f6029b9464fd6bb2974ea6b7e3f13.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,56.14,60.00,2.23,4.27kHz,5.72kHz,3633015,3,Song,1,,f,1,Leonard Patterson,2692,,-26.43,-32.39,2,0.031428,-0.017395,0.067474,-23.42,-56.2,-74.09,2,0,-0.005249,0.005188,-45.6,-29.29,-31.97,2,0.028375,0.012695,0.04657,-26.64,-58.77,-72.31,3,0,-0.005157,0.00531,-45.5,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/e19ab81c004b4797966b3c73e3e4a946.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/0ced13af425345708ec10f0178a94087.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,56.56,60.00,1.91,2.68kHz,3.86kHz,3633011,1,Song,1,,f,1,Leonard Patterson,2692,,-26.43,-32.88,2,0.031151,-0.017395,0.067474,-23.42,-50.15,-65.47,2,0,-0.007965,0.007965,-41.98,-29.29,-31.97,2,0.028398,0.012695,0.04657,-26.64,-51.81,-67.09,2,0,-0.006561,0.006714,-43.46,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/f64987633e584d00addc7d10545d1f24.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/76ac66e25f6d41b6896cfcb24a035c67.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,57.94,60.00,2.05,3.14kHz,4.74kHz,3633016,2,Song,1,,f,1,Leonard Patterson,2692,,-27.14,-32.89,2,0.03175,-0.017395,0.066681,-23.52,-49.85,-60.53,2,0,-0.007965,0.007874,-41.98,-29.82,-31.63,2,0.028282,0.007141,0.046783,-26.6,-46.31,-59.92,2,0,-0.01416,0.014282,-36.9,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/3803eca8f4374c949bca93e3f8144160.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/24d6ac27286049ff8e47657116c47b03.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,58.78,60.00,1.23,3.40kHz,5.20kHz,3633018,5,Song,1,,f,1,Leonard Patterson,2692,,-27.14,-32.3,2,0.031535,0.004303,0.06015,-24.42,-51.18,-58.67,2,0,-0.007446,0.007507,-42.49,-29.82,-31.63,2,0.028314,0.007141,0.046783,-26.6,-45.57,-54.24,2,0,-0.016174,0.016479,-35.66,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/06b313b751c447769dcbe042d1fb3fc5.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/6456a1cdd2e844fa8388e2f3deef348f.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-21 05:55:00,893111,None,865619,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,58.89,60.00,1.11,4.84kHz,6.13kHz,3632820,3,Song,1,,f,2,Leonard Patterson,2692,,-27.14,-32.3,2,0.031443,0.004303,0.06015,-24.42,-52.85,-59.07,2,0,-0.007568,0.007233,-42.42,-29.82,-31.63,2,0.028366,0.007141,0.046783,-26.6,-47.31,-59.17,2,0,-0.011536,0.011688,-38.65,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=865619,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/6fd49393427a4b8894215813916d421b.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/5680b280-6711-4b99-8adc-5e03c33c6e9f/2e2a4024a9924be1a28ed9a98f2e28c2.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-24 05:51:00,891291,None,863977,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,2.28,60.00,2.81,2.52kHz,4.12kHz,3619855,1,Song,1,,f,1,Leonard Patterson,2692,,-29.29,-30.47,2,0.031843,0.000732,0.062347,-24.1,-39.66,-61.09,2,0,-0.029938,0.029907,-30.48,-28.27,-32.63,2,0.028528,-0.060699,0.099762,-20.02,-41.86,-57.55,2,0,-0.02948,0.029663,-30.56,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=863977,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/fb520ad72875465096f8ec362e0639c2.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/1ec0363b6a61499786fea1369f3d2f16.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-24 05:51:00,891291,None,863977,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,3.31,60.00,0.49,7.57kHz,10.71kHz,3619854,2,Call,1,,f,1,Leonard Patterson,2692,,-29.77,-30.17,2,0.031939,0.01178,0.049866,-26.04,-47.29,-64.6,2,0,-0.012939,0.012939,-37.76,-28.32,-30.45,2,0.028522,-0.060699,0.099762,-20.02,-40.33,-57.08,2,0,-0.022888,0.022308,-32.81,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=863977,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/1819cf792110498dbd93e3ab1f06182a.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/52ed8a2c64c146cfb6025bda8ae1e81d.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-24 05:51:00,891291,None,863977,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,5.73,60.00,3.74,3.71kHz,5.77kHz,3619856,3,Song,1,,f,2,Leonard Patterson,2692,,-28.66,-31.08,2,0.031884,0.009613,0.057037,-24.88,-48.75,-70.04,2,0,-0.014893,0.014526,-36.54,-28.33,-32.58,2,0.028544,-0.016388,0.065155,-23.72,-42.15,-63.6,3,0,-0.024933,0.023926,-32.06,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=863977,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/5ffc3de01c8143c58bf95bdbcefe8e2b.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/5fb2e77141674f1c84db794f1d84c189.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-24 05:51:00,891291,None,863977,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,7.63,60.00,0.93,2.42kHz,3.61kHz,3633079,4,Song,1,,f,1,Leonard Patterson,2692,,-29.13,-30.61,2,0.031941,0.016541,0.048737,-26.24,-68.4,-76.18,2,-0.000001,-0.00473,0.004059,-46.5,-28.44,-32.5,2,0.028799,-0.000488,0.060791,-24.32,-65.81,-73.04,2,-0.000001,-0.0065,0.005585,-43.74,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=863977,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/aa418cb4d05e440d8253429d52e5af77.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/c0da4dad8748485ea3ff5df0160326df.flac
ABMI,Influence of wildfire smoke on avian singing rates,2203,1266-NE,30943,2023-05-24 05:51:00,891291,None,863977,Transcribed,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,Aves,10.54,60.00,2.04,3.04kHz,4.89kHz,3619861,1,Song,1,,f,1,Leonard Patterson,2692,,-29.23,-30.71,2,0.031966,0.017517,0.050171,-25.99,-49.42,-66.33,2,0,-0.009552,0.009827,-40.15,-28.43,-32.7,2,0.028492,-0.006744,0.062775,-24.04,-47.1,-61.43,2,0,-0.01474,0.014832,-36.58,t,https://portal.wildtrax.ca/home/aru-tasks/recording.html?taskId=863977,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/b387076085c44b0eafdbb6da3ec1c173.jpg,https://wildtrax-aru.s3.us-west-2.amazonaws.com/f68f5fbb-7cd6-47d4-bf69-301b4332020b/04ebba0bc0c94757a339fe62260df212.flac
